Date,Category,Quantity,PPU,Amount,Inventory Level,Units Sold,Weather Condition,Holiday/Promotion,Month,MonthName,DayOfWeek
2025-12-09,Office Furniture,118.0,385417.446373,45479258,295.8,14123,Cloudy,0,2025-12,Dec 2025,Tuesday
2025-12-10,Office Furniture,39.0,511183.174397,19936143,242.3,14331,Snowy,1,2025-12,Dec 2025,Wednesday
2025-12-11,Office Furniture,232.0,500082.681206,116019182,225.86,14323,Snowy,0,2025-12,Dec 2025,Thursday
2025-12-12,Office Furniture,51.0,478800.510306,24418826,264.82,13188,Rainy,1,2025-12,Dec 2025,Friday
2025-12-13,Office Furniture,30.0,422074.091009,12662222,265.4,12654,Cloudy,0,2025-12,Dec 2025,Saturday
2025-12-14,Office Furniture,25.0,462955.146278,11573878,277.33,11490,Cloudy,0,2025-12,Dec 2025,Sunday
2025-12-15,Office Furniture,33.0,400413.80743,13213655,235.43,11460,Snowy,1,2025-12,Dec 2025,Monday
2025-12-16,Office Furniture,16.0,467740.304291,7483844,242.85,16134,Sunny,1,2025-12,Dec 2025,Tuesday
2025-12-17,Office Furniture,18.0,463746.258899,8347432,251.32,13308,Snowy,0,2025-12,Dec 2025,Wednesday
2025-12-18,Office Furniture,8.0,425952.08074,3407616,263.64,12532,Snowy,0,2025-12,Dec 2025,Thursday
2025-12-19,Office Furniture,131.0,494296.029571,64752779,264.89,15626,Cloudy,1,2025-12,Dec 2025,Friday
2025-12-20,Office Furniture,4.0,446028.287745,1784113,279.87,14849,Cloudy,1,2025-12,Dec 2025,Saturday
2025-12-21,Office Furniture,103.0,513677.359197,52908767,259.87,14877,Sunny,0,2025-12,Dec 2025,Sunday
2025-12-22,Office Furniture,33.0,549168.603779,18122563,286.76,12433,Cloudy,1,2025-12,Dec 2025,Monday
2025-12-23,Office Furniture,88.0,493471.960812,43425532,277.43,14253,Cloudy,1,2025-12,Dec 2025,Tuesday
2025-12-24,Office Furniture,239.0,544080.503956,130035240,283.88,11974,Snowy,1,2025-12,Dec 2025,Wednesday
2025-12-25,Office Furniture,56.0,459131.864761,25711384,254.16,13758,Snowy,1,2025-12,Dec 2025,Thursday
2025-12-26,Office Furniture,10.0,474351.230611,4743512,258.31,12358,Sunny,1,2025-12,Dec 2025,Friday
2025-12-27,Office Furniture,55.0,462581.908765,25442004,248.51,14043,Rainy,0,2025-12,Dec 2025,Saturday
2025-12-28,Office Furniture,77.0,409852.486813,31558641,274.94,15528,Rainy,0,2025-12,Dec 2025,Sunday
2025-12-29,Office Furniture,4.0,493883.499835,1975533,273.67,13978,Sunny,1,2025-12,Dec 2025,Monday
2025-12-30,Office Furniture,15.0,459560.197094,6893402,257.28,15491,Rainy,1,2025-12,Dec 2025,Tuesday
2025-12-31,Office Furniture,33.0,538854.149312,17782186,261.76,13097,Sunny,0,2025-12,Dec 2025,Wednesday
2026-01-01,Office Furniture,112.0,555418.798674,62206905,281.74,11222,Sunny,1,2026-01,Jan 2026,Thursday
2026-01-02,Office Furniture,5.0,451431.941443,2257159,290.51,13685,Rainy,1,2026-01,Jan 2026,Friday
2026-01-03,Office Furniture,23.0,459021.243976,10557488,277.2,11602,Cloudy,1,2026-01,Jan 2026,Saturday
2026-01-04,Office Furniture,63.0,477156.916785,30060885,267.53,12538,Cloudy,0,2026-01,Jan 2026,Sunday
2026-01-05,Office Furniture,458.0,457584.61318,209573752,283.6,12346,Snowy,1,2026-01,Jan 2026,Monday
2026-01-06,Office Furniture,217.0,402732.05543,87392856,253.39,15191,Rainy,1,2026-01,Jan 2026,Tuesday
2026-01-07,Office Furniture,50.0,444211.59212,22210579,243.91,14112,Snowy,1,2026-01,Jan 2026,Wednesday
2026-01-08,Office Furniture,18.0,437939.359229,7882908,250.83,13748,Cloudy,1,2026-01,Jan 2026,Thursday
2026-01-09,Office Furniture,107.0,521739.220293,55826096,274.47,14791,Snowy,1,2026-01,Jan 2026,Friday
2026-01-10,Office Furniture,152.0,502362.730061,76359134,279.1,13777,Rainy,0,2026-01,Jan 2026,Saturday
2026-01-11,Office Furniture,73.0,437761.705738,31956604,259.39,13236,Sunny,0,2026-01,Jan 2026,Sunday
2026-01-12,Office Furniture,77.0,430031.779843,33112447,255.18,14593,Cloudy,1,2026-01,Jan 2026,Monday
2026-01-13,Office Furniture,10.0,446319.934015,4463199,279.93,15469,Sunny,0,2026-01,Jan 2026,Tuesday
2026-01-14,Office Furniture,33.0,534056.917365,17623878,261.53,14174,Rainy,0,2026-01,Jan 2026,Wednesday
2026-01-15,Office Furniture,4.0,614443.529097,2457774,243.15,13632,Rainy,0,2026-01,Jan 2026,Thursday
2026-01-16,Office Furniture,90.0,470528.028533,42347522,259.52,12863,Rainy,1,2026-01,Jan 2026,Friday
2026-01-17,Office Furniture,16.0,424216.631521,6787466,250.51,13271,Rainy,1,2026-01,Jan 2026,Saturday
2026-01-18,Office Furniture,363.0,463359.32616,168199435,262.93,11575,Snowy,1,2026-01,Jan 2026,Sunday
2026-01-19,Office Furniture,8.0,503668.352798,4029346,269.91,13268,Rainy,1,2026-01,Jan 2026,Monday
2026-01-20,Office Furniture,15.0,491126.247653,7366893,250.31,14062,Cloudy,1,2026-01,Jan 2026,Tuesday
2026-01-21,Office Furniture,8.0,514275.273981,4114202,262.37,13824,Rainy,0,2026-01,Jan 2026,Wednesday
2026-01-22,Office Furniture,51.0,429897.146044,21924754,268.24,15441,Sunny,0,2026-01,Jan 2026,Thursday
2026-01-23,Office Furniture,8.0,430314.8433,3442518,230.22,13353,Sunny,1,2026-01,Jan 2026,Friday
2026-01-24,Office Furniture,187.0,436940.879297,81707944,289.48,12260,Sunny,1,2026-01,Jan 2026,Saturday
2026-01-25,Office Furniture,5.0,507812.590389,2539062,268.89,12874,Rainy,1,2026-01,Jan 2026,Sunday
2026-01-26,Office Furniture,61.0,441518.554569,26932631,276.44,13606,Sunny,0,2026-01,Jan 2026,Monday
2025-01-01,Paper Products,13.0,46775.53705364156,632119,297.02,16038,Rainy,1,2025-01,Jan 2025,Wednesday
2025-01-02,Paper Products,117.0,53311.97987670812,5937168,248.42,13080,Rainy,1,2025-01,Jan 2025,Thursday
2025-01-03,Paper Products,4.0,50089.96842661048,169130,279.54,12420,Sunny,1,2025-01,Jan 2025,Friday
2025-01-04,Paper Products,95.0,46667.2731024167,3970729,257.59,12045,Cloudy,1,2025-01,Jan 2025,Saturday
2025-01-05,Paper Products,167.0,44673.73198981783,8172315,285.95,15093,Cloudy,0,2025-01,Jan 2025,Sunday
2025-01-06,Paper Products,20.0,47280.56446365773,955779,258.09,13552,Snowy,1,2025-01,Jan 2025,Monday
2025-01-07,Paper Products,113.0,43096.2202904317,5322571,253.71,14329,Sunny,1,2025-01,Jan 2025,Tuesday
2025-01-08,Paper Products,192.0,42627.22888384665,7866715,253.33,13897,Snowy,0,2025-01,Jan 2025,Wednesday
2025-01-09,Paper Products,84.0,46375.74558187152,3669199,267.06,12972,Snowy,0,2025-01,Jan 2025,Thursday
2025-01-10,Paper Products,260.0,48564.36158102888,12376171,289.27,14212,Sunny,0,2025-01,Jan 2025,Friday
2025-01-11,Paper Products,194.0,45062.03626736935,8286087,264.83,13679,Rainy,1,2025-01,Jan 2025,Saturday
2025-01-12,Paper Products,77.0,46698.249767687805,3604628,236.43,11898,Cloudy,1,2025-01,Jan 2025,Sunday
2025-02-01,Paper Products,139.0,44632.228749024405,6307249,285.64,14691,Rainy,0,2025-02,Feb 2025,Saturday
2025-02-02,Paper Products,37.0,41987.077541346494,1742104,288.35,13526,Rainy,1,2025-02,Feb 2025,Sunday
2025-02-03,Paper Products,111.0,55013.01060025893,5775594,284.75,14631,Sunny,1,2025-02,Feb 2025,Monday
2025-02-04,Paper Products,187.0,44872.32622078865,8833146,281.83,14278,Rainy,0,2025-02,Feb 2025,Tuesday
2025-02-05,Paper Products,158.0,46348.30545604658,8151114,272.24,13225,Sunny,0,2025-02,Feb 2025,Wednesday
2025-02-06,Paper Products,199.0,48114.58212665341,10699807,257.31,13192,Cloudy,0,2025-02,Feb 2025,Thursday
2025-02-07,Paper Products,114.0,47189.57512913561,5229261,278.12,12607,Sunny,0,2025-02,Feb 2025,Friday
2025-02-08,Paper Products,257.0,47460.86669438822,12567534,254.51,14554,Rainy,1,2025-02,Feb 2025,Saturday
2025-02-09,Paper Products,18.0,56203.624015442445,972274,274.69,14008,Sunny,0,2025-02,Feb 2025,Sunday
2025-02-10,Paper Products,60.0,56545.008607869146,3067209,271.48,12577,Snowy,0,2025-02,Feb 2025,Monday
2025-02-11,Paper Products,68.0,47811.500677310825,3641596,282.27,13884,Sunny,0,2025-02,Feb 2025,Tuesday
2025-02-12,Paper Products,35.0,52709.26116130372,1723958,269.85,13200,Cloudy,0,2025-02,Feb 2025,Wednesday
2025-03-01,Paper Products,162.0,56382.7740321594,8395174,285.58,15142,Cloudy,0,2025-03,Mar 2025,Saturday
2025-03-02,Paper Products,30.0,51167.95747480775,1509637,267.96,12795,Sunny,0,2025-03,Mar 2025,Sunday
2025-03-03,Paper Products,39.0,48314.92895640709,2030653,262.94,12790,Rainy,1,2025-03,Mar 2025,Monday
2025-03-04,Paper Products,86.0,46472.62042633817,4359204,268.26,12131,Rainy,1,2025-03,Mar 2025,Tuesday
2025-03-05,Paper Products,70.0,50828.55751858764,4045256,281.95,14257,Sunny,1,2025-03,Mar 2025,Wednesday
2025-03-06,Paper Products,181.0,44197.67515184909,8369938,277.77,12472,Sunny,1,2025-03,Mar 2025,Thursday
2025-03-07,Paper Products,70.0,49574.708785053495,3952654,298.28,15106,Sunny,0,2025-03,Mar 2025,Friday
2025-03-08,Paper Products,105.0,49873.38157115878,5287942,263.12,13589,Snowy,1,2025-03,Mar 2025,Saturday
2025-03-09,Paper Products,13.0,59122.00902728755,727162,299.36,14148,Snowy,0,2025-03,Mar 2025,Sunday
2025-03-10,Paper Products,17.0,38363.34248530601,726305,276.56,13278,Cloudy,1,2025-03,Mar 2025,Monday
2025-03-11,Paper Products,132.0,45680.0456736598,5949196,273.47,12977,Cloudy,0,2025-03,Mar 2025,Tuesday
2025-03-12,Paper Products,34.0,51060.07832200512,1598650,273.39,13116,Sunny,0,2025-03,Mar 2025,Wednesday
2025-04-01,Paper Products,164.0,48544.16890571911,7178353,267.77,12195,Snowy,1,2025-04,Apr 2025,Tuesday
2025-04-02,Paper Products,62.0,48646.88008667794,3093393,268.75,13438,Snowy,1,2025-04,Apr 2025,Wednesday
2025-04-03,Paper Products,134.0,45222.60272388528,5993818,288.3,15219,Rainy,0,2025-04,Apr 2025,Thursday
2025-04-04,Paper Products,53.0,47601.75378584547,2443466,292.15,13316,Sunny,1,2025-04,Apr 2025,Friday
2025-04-05,Paper Products,13.0,35292.34620231091,419145,272.33,13025,Cloudy,1,2025-04,Apr 2025,Saturday
2025-04-06,Paper Products,40.0,48735.22520539224,1998260,259.32,12775,Rainy,0,2025-04,Apr 2025,Sunday
2025-04-07,Paper Products,21.0,53164.95331416609,979340,269.41,13648,Cloudy,1,2025-04,Apr 2025,Monday
2025-04-08,Paper Products,37.0,51783.16261255775,1815766,286.22,14784,Sunny,0,2025-04,Apr 2025,Tuesday
2025-04-09,Paper Products,94.0,46051.24578114513,4684526,262.77,11750,Cloudy,1,2025-04,Apr 2025,Wednesday
2025-04-10,Paper Products,2.0,45587.65631683877,86988,268.02,14580,Rainy,0,2025-04,Apr 2025,Thursday
2025-04-11,Paper Products,0.0,43126.40388704631,240,293.37,14549,Cloudy,1,2025-04,Apr 2025,Friday
2025-04-12,Paper Products,1.0,48558.90848442308,26386,282.53,15286,Rainy,0,2025-04,Apr 2025,Saturday
2025-05-01,Paper Products,55.0,52047.26469153181,2648496,279.83,13956,Snowy,1,2025-05,May 2025,Thursday
2025-05-02,Paper Products,35.0,38290.4614471535,1212096,251.88,13141,Sunny,1,2025-05,May 2025,Friday
2025-05-03,Paper Products,16.0,44294.25240131333,700736,283.95,13648,Rainy,1,2025-05,May 2025,Saturday
2025-05-04,Paper Products,39.0,48501.61903810389,2088243,286.18,13005,Snowy,1,2025-05,May 2025,Sunday
2025-05-05,Paper Products,11.0,46173.35323679375,552514,261.96,11740,Cloudy,1,2025-05,May 2025,Monday
2025-05-06,Paper Products,30.0,54287.08552798329,1302928,267.1,13454,Cloudy,0,2025-05,May 2025,Tuesday
2025-05-07,Paper Products,14.0,50494.77378793443,688257,263.63,13624,Sunny,1,2025-05,May 2025,Wednesday
2025-05-08,Paper Products,81.0,50154.60926579306,4275002,267.88,12603,Rainy,1,2025-05,May 2025,Thursday
2025-05-09,Paper Products,34.0,52248.21096855423,1565337,269.58,13368,Cloudy,0,2025-05,May 2025,Friday
2025-05-10,Paper Products,14.0,51765.32803434519,796134,265.92,13340,Cloudy,0,2025-05,May 2025,Saturday
2025-05-11,Paper Products,5.0,56968.42862075946,248034,278.37,14400,Snowy,1,2025-05,May 2025,Sunday
2025-05-12,Paper Products,40.0,47894.83536859428,1971733,276.14,13829,Sunny,1,2025-05,May 2025,Monday
2025-06-01,Paper Products,38.0,41625.51832094524,1792415,267.5,11984,Sunny,1,2025-06,Jun 2025,Sunday
2025-06-02,Paper Products,48.0,38148.13244186849,1760001,288.76,13891,Sunny,0,2025-06,Jun 2025,Monday
2025-06-03,Paper Products,9.0,59227.397031651824,486599,251.45,12278,Sunny,0,2025-06,Jun 2025,Tuesday
2025-06-04,Paper Products,13.0,52340.69014746872,603131,260.08,12395,Snowy,1,2025-06,Jun 2025,Wednesday
2025-06-05,Paper Products,52.0,43750.68787353329,1889094,270.94,12267,Rainy,0,2025-06,Jun 2025,Thursday
2025-06-06,Paper Products,30.0,50729.344578915625,1390641,283.3,16594,Rainy,1,2025-06,Jun 2025,Friday
2025-06-07,Paper Products,93.0,45280.8319588031,3747131,294.4,13442,Rainy,0,2025-06,Jun 2025,Saturday
2025-06-08,Paper Products,63.0,47297.3234962834,3023444,265.89,14370,Rainy,1,2025-06,Jun 2025,Sunday
2025-06-09,Paper Products,24.0,62043.63593523235,1325592,289.33,14666,Rainy,1,2025-06,Jun 2025,Monday
2025-06-10,Paper Products,32.0,48057.381847330464,1543609,282.05,13890,Cloudy,0,2025-06,Jun 2025,Tuesday
2025-06-11,Paper Products,16.0,42594.86552703006,797635,263.07,13323,Cloudy,0,2025-06,Jun 2025,Wednesday
2025-06-12,Paper Products,16.0,44492.92624230547,764415,259.45,14194,Sunny,1,2025-06,Jun 2025,Thursday
2025-06-13,Paper Products,130.0,47429.227619,6165799,265.71,12954,Sunny,1,2025-06,Jun 2025,Friday
2025-06-14,Paper Products,91.0,53616.66898,4879116,258.39,11031,Cloudy,1,2025-06,Jun 2025,Saturday
2025-06-15,Paper Products,312.0,48593.792926,15161263,271.81,12636,Sunny,0,2025-06,Jun 2025,Sunday
2025-06-16,Paper Products,183.0,50575.092148,9255241,249.9,14468,Snowy,1,2025-06,Jun 2025,Monday
2025-06-17,Paper Products,6.0,54967.403828,329804,275.19,13239,Rainy,0,2025-06,Jun 2025,Tuesday
2025-06-18,Paper Products,129.0,46915.663355,6052120,240.52,13162,Snowy,1,2025-06,Jun 2025,Wednesday
2025-06-19,Paper Products,119.0,44121.865567,5250502,281.32,13317,Snowy,1,2025-06,Jun 2025,Thursday
2025-06-20,Paper Products,72.0,49033.838707,3530436,283.32,13698,Sunny,1,2025-06,Jun 2025,Friday
2025-06-21,Paper Products,44.0,62356.423366,2743682,256.51,12655,Rainy,1,2025-06,Jun 2025,Saturday
2025-06-22,Paper Products,49.0,45434.414457,2226286,271.75,11994,Rainy,1,2025-06,Jun 2025,Sunday
2025-06-23,Paper Products,34.0,51968.817643,1766939,266.44,10812,Sunny,0,2025-06,Jun 2025,Monday
2025-06-24,Paper Products,10.0,54300.347677,543003,247.95,12426,Snowy,0,2025-06,Jun 2025,Tuesday
2025-06-25,Paper Products,80.0,43627.751806,3490220,260.28,15421,Cloudy,1,2025-06,Jun 2025,Wednesday
2025-06-26,Paper Products,55.0,43810.216577,2409561,314.0,14749,Cloudy,0,2025-06,Jun 2025,Thursday
2025-06-27,Paper Products,312.0,44093.817343,13757271,304.21,12671,Sunny,0,2025-06,Jun 2025,Friday
2025-06-28,Paper Products,12.0,48591.37846,583096,268.58,13619,Rainy,0,2025-06,Jun 2025,Saturday
2025-06-29,Paper Products,159.0,43403.10162,6901093,299.14,14048,Cloudy,0,2025-06,Jun 2025,Sunday
2025-06-30,Paper Products,52.0,40456.761981,2103751,283.09,13694,Sunny,1,2025-06,Jun 2025,Monday
2025-07-01,Paper Products,56.0,50826.059842,2846259,257.81,12105,Snowy,1,2025-07,Jul 2025,Tuesday
2025-07-02,Paper Products,13.0,55409.982666,720329,265.73,13705,Snowy,1,2025-07,Jul 2025,Wednesday
2025-07-03,Paper Products,8.0,45308.990472,362471,229.31,12131,Cloudy,0,2025-07,Jul 2025,Thursday
2025-07-04,Paper Products,140.0,49321.264191,6904976,269.8,13630,Snowy,0,2025-07,Jul 2025,Friday
2025-07-05,Paper Products,60.0,49665.190693,2979911,250.47,10853,Sunny,1,2025-07,Jul 2025,Saturday
2025-07-06,Paper Products,3.0,49487.967971,148463,300.24,14648,Cloudy,0,2025-07,Jul 2025,Sunday
2025-07-07,Paper Products,265.0,50951.347041,13502106,261.87,15781,Cloudy,1,2025-07,Jul 2025,Monday
2025-07-08,Paper Products,29.0,53356.082339,1547326,252.76,12422,Snowy,1,2025-07,Jul 2025,Tuesday
2025-07-09,Paper Products,43.0,44339.775072,1906610,271.19,13700,Cloudy,1,2025-07,Jul 2025,Wednesday
2025-07-10,Paper Products,66.0,52758.69061,3482073,305.59,15979,Snowy,1,2025-07,Jul 2025,Thursday
2025-07-11,Paper Products,23.0,58666.39923,1349327,238.58,12990,Sunny,0,2025-07,Jul 2025,Friday
2025-07-12,Paper Products,36.0,40932.072316,1473554,280.42,11013,Cloudy,0,2025-07,Jul 2025,Saturday
2025-07-13,Paper Products,299.0,52485.337523,15693115,283.09,14052,Snowy,1,2025-07,Jul 2025,Sunday
2025-07-14,Paper Products,10.0,40772.261737,407722,269.67,14320,Sunny,0,2025-07,Jul 2025,Monday
2025-07-15,Paper Products,17.0,50014.746811,850250,294.9,12742,Cloudy,0,2025-07,Jul 2025,Tuesday
2025-07-16,Paper Products,10.0,50072.011503,500720,256.93,14330,Snowy,1,2025-07,Jul 2025,Wednesday
2025-07-17,Paper Products,167.0,46245.282451,7722962,282.87,14033,Sunny,1,2025-07,Jul 2025,Thursday
2025-07-18,Paper Products,80.0,54004.202555,4320336,249.72,11519,Sunny,1,2025-07,Jul 2025,Friday
2025-07-19,Paper Products,78.0,50148.092723,3911551,288.4,15739,Sunny,1,2025-07,Jul 2025,Saturday
2025-07-20,Paper Products,11.0,36239.716832,398636,260.86,12283,Sunny,1,2025-07,Jul 2025,Sunday
2025-07-21,Paper Products,26.0,44715.993438,1162615,242.6,13819,Rainy,1,2025-07,Jul 2025,Monday
2025-07-22,Paper Products,43.0,49994.793987,2149776,240.78,13191,Snowy,1,2025-07,Jul 2025,Tuesday
2025-07-23,Paper Products,84.0,58810.307992,4940065,255.92,13984,Rainy,1,2025-07,Jul 2025,Wednesday
2025-07-24,Paper Products,70.0,46259.771296,3238183,295.13,13541,Cloudy,1,2025-07,Jul 2025,Thursday
2025-07-25,Paper Products,26.0,48826.028272,1269476,274.3,13996,Rainy,1,2025-07,Jul 2025,Friday
2025-07-26,Paper Products,28.0,47656.954172,1334394,243.42,12103,Sunny,1,2025-07,Jul 2025,Saturday
2025-07-27,Paper Products,17.0,43406.965383,737918,250.82,12182,Cloudy,1,2025-07,Jul 2025,Sunday
2025-07-28,Paper Products,32.0,47507.603854,1520243,286.65,12298,Sunny,0,2025-07,Jul 2025,Monday
2025-07-29,Paper Products,51.0,49280.137341,2513287,308.59,11693,Sunny,1,2025-07,Jul 2025,Tuesday
2025-07-30,Paper Products,93.0,43233.868536,4020749,269.7,12945,Cloudy,1,2025-07,Jul 2025,Wednesday
2025-07-31,Paper Products,14.0,47127.030805,659778,289.21,16272,Snowy,0,2025-07,Jul 2025,Thursday
2025-08-01,Paper Products,12.0,43826.601181,525919,256.37,15023,Cloudy,1,2025-08,Aug 2025,Friday
2025-08-02,Paper Products,40.0,41179.664899,1647186,296.69,12415,Rainy,1,2025-08,Aug 2025,Saturday
2025-08-03,Paper Products,20.0,53686.275489,1073725,287.13,12872,Rainy,1,2025-08,Aug 2025,Sunday
2025-08-04,Paper Products,37.0,41620.44,1539956,262.28,14600,Rainy,0,2025-08,Aug 2025,Monday
2025-08-05,Paper Products,81.0,52704.218221,4269041,273.85,12845,Sunny,0,2025-08,Aug 2025,Tuesday
2025-08-06,Paper Products,312.0,49212.354999,15354254,287.38,12964,Rainy,0,2025-08,Aug 2025,Wednesday
2025-08-07,Paper Products,78.0,50187.100208,3914593,255.49,13045,Rainy,1,2025-08,Aug 2025,Thursday
2025-08-08,Paper Products,90.0,40800.018482,3672001,262.9,14553,Rainy,0,2025-08,Aug 2025,Friday
2025-08-09,Paper Products,22.0,48907.222651,1075958,262.77,13377,Cloudy,0,2025-08,Aug 2025,Saturday
2025-08-10,Paper Products,37.0,52968.113572,1959820,267.13,14576,Rainy,1,2025-08,Aug 2025,Sunday
2025-08-11,Paper Products,100.0,46754.613608,4675461,294.73,11914,Snowy,0,2025-08,Aug 2025,Monday
2025-08-12,Paper Products,159.0,39906.029105,6345058,254.45,13949,Sunny,1,2025-08,Aug 2025,Tuesday
2025-08-13,Paper Products,312.0,52861.246479,16492708,303.51,11502,Cloudy,1,2025-08,Aug 2025,Wednesday
2025-08-14,Paper Products,312.0,54835.404128,17108646,278.58,13684,Snowy,1,2025-08,Aug 2025,Thursday
2025-08-15,Paper Products,109.0,50798.081946,5536990,282.57,14010,Cloudy,1,2025-08,Aug 2025,Friday
2025-08-16,Paper Products,13.0,40344.545893,524479,285.57,13784,Cloudy,1,2025-08,Aug 2025,Saturday
2025-08-17,Paper Products,48.0,44502.895572,2136138,245.78,14400,Rainy,1,2025-08,Aug 2025,Sunday
2025-08-18,Paper Products,116.0,45504.296798,5278498,295.38,12173,Rainy,0,2025-08,Aug 2025,Monday
2025-08-19,Paper Products,27.0,45283.815014,1222663,290.01,15832,Rainy,1,2025-08,Aug 2025,Tuesday
2025-08-20,Paper Products,29.0,53190.945017,1542537,238.2,14878,Rainy,1,2025-08,Aug 2025,Wednesday
2025-08-21,Paper Products,312.0,56184.914547,17529693,249.22,13424,Cloudy,0,2025-08,Aug 2025,Thursday
2025-08-22,Paper Products,11.0,48816.870319,536985,241.69,11478,Snowy,0,2025-08,Aug 2025,Friday
2025-08-23,Paper Products,41.0,50190.022538,2057790,254.93,11950,Rainy,1,2025-08,Aug 2025,Saturday
2025-08-24,Paper Products,5.0,48094.449869,240472,271.63,12974,Sunny,0,2025-08,Aug 2025,Sunday
2025-08-25,Paper Products,57.0,45196.815886,2576218,236.04,12140,Sunny,1,2025-08,Aug 2025,Monday
2025-08-26,Paper Products,18.0,39500.76431,711013,278.36,13486,Snowy,0,2025-08,Aug 2025,Tuesday
2025-08-27,Paper Products,75.0,47688.354881,3576626,266.99,13276,Cloudy,0,2025-08,Aug 2025,Wednesday
2025-08-28,Paper Products,58.0,61341.809121,3557824,287.83,12902,Sunny,1,2025-08,Aug 2025,Thursday
2025-08-29,Paper Products,54.0,51004.922829,2754265,250.8,14693,Cloudy,1,2025-08,Aug 2025,Friday
2025-08-30,Paper Products,18.0,37738.374979,679290,252.64,14032,Rainy,0,2025-08,Aug 2025,Saturday
2025-08-31,Paper Products,10.0,54650.222781,546502,267.13,13577,Snowy,0,2025-08,Aug 2025,Sunday
2025-09-01,Paper Products,17.0,45887.446129,780086,289.58,14245,Sunny,0,2025-09,Sep 2025,Monday
2025-09-02,Paper Products,312.0,54711.230523,17069903,277.22,15181,Cloudy,1,2025-09,Sep 2025,Tuesday
2025-09-03,Paper Products,65.0,50773.93475,3300305,260.42,11332,Cloudy,1,2025-09,Sep 2025,Wednesday
2025-09-04,Paper Products,48.0,46689.502271,2241096,279.02,11776,Rainy,0,2025-09,Sep 2025,Thursday
2025-09-05,Paper Products,33.0,47626.278355,1571667,235.58,13775,Snowy,0,2025-09,Sep 2025,Friday
2025-09-06,Paper Products,6.0,46186.958984,277121,265.97,12210,Rainy,1,2025-09,Sep 2025,Saturday
2025-09-07,Paper Products,4.0,41800.318238,167201,270.84,12732,Sunny,1,2025-09,Sep 2025,Sunday
2025-09-08,Paper Products,177.0,52191.754246,9237940,276.14,12254,Sunny,1,2025-09,Sep 2025,Monday
2025-09-09,Paper Products,11.0,51437.361218,565810,245.22,13292,Sunny,0,2025-09,Sep 2025,Tuesday
2025-09-10,Paper Products,5.0,42682.196538,213410,295.72,11915,Sunny,1,2025-09,Sep 2025,Wednesday
2025-09-11,Paper Products,312.0,44376.124202,13845350,285.69,11965,Rainy,0,2025-09,Sep 2025,Thursday
2025-09-12,Paper Products,8.0,59687.513602,477500,265.26,12669,Rainy,0,2025-09,Sep 2025,Friday
2025-09-13,Paper Products,87.0,57201.731563,4976550,277.16,13723,Rainy,1,2025-09,Sep 2025,Saturday
2025-09-14,Paper Products,84.0,53984.600433,4534706,253.36,15068,Sunny,0,2025-09,Sep 2025,Sunday
2025-09-15,Paper Products,47.0,49874.86555,2344118,293.32,14651,Rainy,0,2025-09,Sep 2025,Monday
2025-09-16,Paper Products,41.0,51282.271931,2102573,288.23,14029,Sunny,0,2025-09,Sep 2025,Tuesday
2025-09-17,Paper Products,97.0,53210.56935,5161425,310.58,12081,Cloudy,0,2025-09,Sep 2025,Wednesday
2025-09-18,Paper Products,70.0,41155.256759,2880867,256.04,13218,Sunny,0,2025-09,Sep 2025,Thursday
2025-09-19,Paper Products,103.0,52821.716188,5440636,291.55,13851,Rainy,0,2025-09,Sep 2025,Friday
2025-09-20,Paper Products,130.0,51009.350746,6631215,283.8,13330,Rainy,0,2025-09,Sep 2025,Saturday
2025-09-21,Paper Products,52.0,47383.402088,2463936,279.55,13141,Sunny,0,2025-09,Sep 2025,Sunday
2025-09-22,Paper Products,154.0,41459.142088,6384707,250.82,16103,Sunny,1,2025-09,Sep 2025,Monday
2025-09-23,Paper Products,249.0,48587.532953,12098295,252.61,11649,Cloudy,1,2025-09,Sep 2025,Tuesday
2025-09-24,Paper Products,65.0,44126.48393,2868221,293.99,14015,Snowy,0,2025-09,Sep 2025,Wednesday
2025-09-25,Paper Products,207.0,48121.818695,9961216,218.02,16232,Rainy,0,2025-09,Sep 2025,Thursday
2025-09-26,Paper Products,7.0,57910.46026,405373,284.63,11957,Rainy,0,2025-09,Sep 2025,Friday
2025-09-27,Paper Products,193.0,41311.235224,7973068,272.02,13550,Rainy,1,2025-09,Sep 2025,Saturday
2025-09-28,Paper Products,134.0,53932.392287,7226940,272.57,15080,Sunny,1,2025-09,Sep 2025,Sunday
2025-09-29,Paper Products,26.0,47523.292803,1235605,237.32,15699,Snowy,0,2025-09,Sep 2025,Monday
2025-09-30,Paper Products,13.0,53727.169668,698453,275.83,12614,Sunny,0,2025-09,Sep 2025,Tuesday
2025-10-01,Paper Products,20.0,48498.144204,969962,248.04,12778,Rainy,1,2025-10,Oct 2025,Wednesday
2025-10-02,Paper Products,312.0,44038.202121,13739919,276.85,13606,Cloudy,0,2025-10,Oct 2025,Thursday
2025-10-03,Paper Products,18.0,40487.406031,728773,246.36,14424,Sunny,1,2025-10,Oct 2025,Friday
2025-10-04,Paper Products,11.0,46861.123468,515472,290.79,15061,Snowy,1,2025-10,Oct 2025,Saturday
2025-10-05,Paper Products,312.0,51064.000441,15931968,284.86,12623,Rainy,1,2025-10,Oct 2025,Sunday
2025-10-06,Paper Products,282.0,47099.179569,13281968,252.55,14493,Cloudy,1,2025-10,Oct 2025,Monday
